"","red_algae","sugar_kelp","green_algae","soft_sediment","small_rocks","boulder_bedrock","remainder","row_sum","key","site","transect","depth","altitude","DVLlat","DVLlon","EucDIS","area","SU"
"57",1,23,1,20,1,3,1,50,"1_1",1,1,-5.30352,0.96,47.6302662033938,-122.398745627687,0.0801154308352723,3.16704160894107,57
"58",1,23,1,18,2,0,5,50,"1_1",1,1,-5.334,0.95,47.6302658440725,-122.398758424175,0.160230866474079,3.10140522142938,58
"59",1,23,3,23,0,0,0,50,"1_1",1,1,-5.30352,0.98,47.6302654847513,-122.398774952974,0.165132592041669,3.30037626001194,59
"60",5,28,3,13,1,0,0,50,"1_1",1,1,-5.30352,0.98,47.6302647661088,-122.398786683089,0.0895171776740725,3.30037626001194,60
"61",1,29,0,20,0,0,0,50,"1_1",1,1,-5.36448,0.9,47.6302629695026,-122.398791481772,0.0565637975750044,2.78353266410836,61
"62",1,22,1,19,4,1,2,50,"1_1",1,1,-5.30352,0.99,47.6302600949327,-122.398795214081,0.0565638021345666,3.36807452357112,62
"63",0,23,0,24,3,0,0,50,"1_1",1,1,-5.36448,0.94,47.6302579390052,-122.398804811448,0.120173165615535,3.03645612593352,63
"64",1,27,1,19,1,0,1,50,"1_1",1,1,-5.36448,0.96,47.6302590169689,-122.398817607937,0.160230884736198,3.16704160894107,64
"65",2,23,1,14,6,1,3,50,"1_1",1,1,-5.36448,0.97,47.6302604542539,-122.398837869044,0.200288600570252,3.23336528846859,65
"66",1,25,1,19,3,1,0,50,"1_1",1,1,-5.334,0.97,47.6302600949327,-122.398850132346,0.120173162170988,3.23336528846859,66
"67",1,23,1,21,4,0,0,50,"1_1",1,1,-5.334,0.99,47.6302608135752,-122.398867727518,0.200288598574108,3.36807452357112,67
"68",2,25,2,21,0,0,0,50,"1_1",1,1,-5.36448,0.98,47.6302604542539,-122.398884789504,0.160230879353281,3.30037626001194,68
"69",2,26,2,16,3,0,1,50,"1_1",1,1,-5.36448,0.92,47.6302611728964,-122.398903984237,0.160230878926461,2.90861981098928,69
"70",1,28,2,19,0,0,0,50,"1_1",1,1,-5.39496,0.97,47.6302618915389,-122.398922112596,0.165132602842496,3.23336528846859,70
"71",3,25,0,20,1,1,0,50,"1_1",1,1,-5.36448,0.98,47.6302615322176,-122.398935442272,0.089517183519185,3.30037626001194,71
"72",1,26,2,19,0,1,1,50,"1_1",1,1,-5.36448,1.01,47.630257579684,-122.398948238761,0.0798709586516788,3.50553292673697,72
"73",1,28,2,19,0,0,0,50,"1_1",1,1,-5.42544,0.97,47.6302557830778,-122.398958902502,0.179034380578162,3.23336528846859,73
"74",3,25,0,20,1,0,1,50,"1_1",1,1,-5.42544,0.99,47.6302543457928,-122.398972232178,0.160230896920821,3.36807452357112,74
"75",3,28,0,15,2,1,1,50,"1_1",1,1,-5.42544,1.03,47.6302489559742,-122.398983429106,0.178706369816714,3.64574049796613,75
"76",1,26,2,18,3,0,0,50,"1_1",1,1,-5.4864,0.94,47.6302500339379,-122.398992493285,0.126635051156299,3.03645612593352,76
"77",2,24,4,20,0,0,0,50,"1_1",1,1,-5.4864,0.89,47.6302489559742,-122.399002623839,0.120173186180935,2.72202002869165,77
"78",2,24,5,19,0,0,0,50,"1_1",1,1,-5.4864,0.98,47.6302503932591,-122.399013820767,0.0400577275511419,3.30037626001194,78
"79",1,23,2,18,3,2,1,50,"1_1",1,1,-5.54736,0.92,47.6302482373317,-122.399022884947,0.0895172012843563,2.90861981098928,79
"80",1,30,1,17,0,1,0,50,"1_1",1,1,-5.54736,0.96,47.6302453627617,-122.399030349565,0.0895172025879533,3.16704160894107,80
"81",1,24,1,21,3,0,0,50,"1_1",1,1,-5.45592,1.02,47.630244284798,-122.3990330155,0.0565638084283653,3.57529306634363,81
"82",0,27,2,20,1,0,0,50,"1_1",1,1,-5.51688,0.99,47.6302424881918,-122.399041013306,0.0400577316409268,3.36807452357112,82
"83",1,27,2,18,1,1,0,50,"1_1",1,1,-5.51688,0.97,47.6302424881918,-122.399049544299,0.126635067572183,3.23336528846859,83
"84",2,23,0,19,6,0,0,50,"1_1",1,1,-5.57784,0.96,47.6302406915856,-122.399058608478,0.0801154696565771,3.16704160894107,84
"85",2,25,2,17,4,0,0,50,"1_1",1,1,-5.57784,0.97,47.6302378170157,-122.399065006723,0.0400577370112461,3.23336528846859,85
"86",2,25,2,15,3,1,2,50,"1_1",1,1,-5.66928,0.91,47.630235301767,-122.399072471341,0.0565638145175599,2.84573259154091,86
"87",1,22,2,24,1,0,0,50,"1_1",1,1,-5.60832,0.96,47.6302345831245,-122.399086867391,0.126635084072828,3.16704160894107,87
"88",1,22,2,20,3,2,0,50,"1_1",1,1,-5.60832,0.97,47.6302327865183,-122.39909966388,0.126635088703536,3.23336528846859,88
"89",1,22,1,20,3,2,1,50,"1_1",1,1,-5.6388,0.98,47.6302288339846,-122.399115126304,0.126635097387552,3.30037626001194,89
"90",1,26,4,17,1,1,0,50,"1_1",1,1,-5.6388,0.96,47.6302266780571,-122.399124723671,0.0801154886797482,3.16704160894107,90
"91",1,25,1,23,0,0,0,50,"1_1",1,1,-5.69976,0.92,47.6302256000934,-122.399136986973,0.120173236374874,2.90861981098928,91
"92",2,28,1,17,2,0,0,50,"1_1",1,1,-5.76072,0.9,47.6302241628085,-122.399150849836,0.120173239584853,2.78353266410836,92
"93",2,27,2,18,0,1,0,50,"1_1",1,1,-5.73024,0.94,47.630222006881,-122.399162046764,0.11312763866406,3.03645612593352,93
"94",2,26,3,18,1,0,0,50,"1_1",1,1,-5.73024,0.97,47.6302198509536,-122.399172710504,0.0801154988907902,3.23336528846859,94
"95",1,27,3,17,2,0,0,50,"1_1",1,1,-5.73024,0.97,47.6302173357049,-122.39918070831,0.07987095772466,3.23336528846859,95
"96",1,25,1,21,2,0,0,50,"1_1",1,1,-5.66928,1.05,47.6302126645287,-122.399183907432,0.0400577558593516,3.78869723725861,96
"97",1,20,1,20,3,1,4,50,"1_1",1,1,-5.76072,0.99,47.6302112272437,-122.399194571173,0.0400577549939621,3.36807452357112,97
"98",1,25,4,20,0,0,0,50,"1_1",1,1,-5.76072,1.01,47.6302090713163,-122.399203635353,0.0565638263015389,3.50553292673697,98
"99",2,26,5,17,0,0,0,50,"1_1",1,1,-5.76072,1.04,47.6302061967464,-122.399213232719,0.0895172558178736,3.71687522160445,99
"100",3,27,5,14,1,0,0,50,"1_1",1,1,-5.73024,1.06,47.6302036814977,-122.399220697338,0.120173287750043,3.86120654492859,100
"101",2,25,2,19,2,0,0,50,"1_1",1,1,-5.73024,1.08,47.630201166249,-122.399229761518,0.0893531990267089,4.00828703631604,101
"102",1,26,1,19,2,0,1,50,"1_1",1,1,-5.76072,1.06,47.6301993696427,-122.399237759323,0.0895172646567658,3.86120654492859,102
"103",3,27,2,18,0,0,0,50,"1_1",1,1,-5.73024,1.14,47.6301968543941,-122.399248956251,0.089353200059084,4.46602351885831,103
"104",3,25,2,19,1,0,0,50,"1_1",1,1,-5.73024,1.14,47.6301950577878,-122.399255887682,0.0801155361772704,4.46602351885831,104
"105",2,26,0,20,1,1,0,50,"1_1",1,1,-5.76072,1.14,47.6301921832179,-122.399268150984,0.0895172749214603,4.46602351885831,105
"106",1,27,1,20,1,0,0,50,"1_1",1,1,-5.88264,1.03,47.6301918238967,-122.399286279344,0.200288855272566,3.64574049796613,106
"107",1,28,3,18,0,0,0,50,"1_1",1,1,-5.85216,1.08,47.6301896679692,-122.399302274955,0.0895172772443067,4.00828703631604,107
"108",2,25,4,17,2,0,0,50,"1_1",1,1,-6.06552,0.93,47.6301882306842,-122.399309206386,0.120173320332552,2.97219432245349,108
"109",2,18,2,17,2,3,6,50,"1_1",1,1,-6.06552,0.93,47.630187871363,-122.399318270566,0.08951728000876,2.97219432245349,109
"110",1,25,3,21,0,0,0,50,"1_1",1,1,-5.9436,1.02,47.630186434078,-122.399308673199,0.200288875386911,3.57529306634363,110
"111",1,29,2,15,2,1,0,50,"1_1",1,1,-6.03504,0.96,47.6301860747568,-122.399309206386,0.16513281959601,3.16704160894107,111
"112",1,26,1,21,1,0,0,50,"1_1",1,1,-6.06552,0.97,47.6301817629019,-122.399323602436,0.0893532057330674,3.23336528846859,112
