"red_algae","sugar_kelp","green_algae","soft_sediment","small_rocks","boulder_bedrock","remainder","row_sum","bull_kelp","kelp_crabs","SU","key","site","transect","depth","altitude","DVLlat","DVLlon","EucDIS","area"
2,22,1,21,2,2,0,50,6,14,42,"1_1",1,1,-5.24256,0.96,47.6302690779637,-122.398605399495,0.126635015596411,3.16704160894107
2,26,2,19,0,0,1,50,5,21,43,"1_1",1,1,-5.27304,0.94,47.6302662033938,-122.398613397301,0.0801154336357715,3.03645612593352
0,24,1,22,3,0,0,50,3,20,44,"1_1",1,1,-5.24256,0.94,47.630268,-122.398619262358,0.0801154309149667,3.03645612593352
1,26,0,20,2,1,0,50,3,13,45,"1_1",1,1,-5.24256,0.96,47.6302683593212,-122.398628859725,0.080115428383654,3.16704160894107
0,24,0,22,2,2,0,50,3,14,46,"1_1",1,1,-5.24256,0.94,47.6302687186425,-122.398638990279,0.0895171753711852,3.03645612593352
1,26,1,19,1,1,1,50,4,18,47,"1_1",1,1,-5.24256,0.97,47.630269437285,-122.398649120833,0.0801154284575967,3.23336528846859
2,24,1,22,1,0,0,50,5,20,48,"1_1",1,1,-5.21208,0.96,47.6302701559275,-122.398652319955,0.0400577117805392,3.16704160894107
3,25,1,16,4,1,0,50,5,22,49,"1_1",1,1,-5.24256,0.96,47.6302697966062,-122.398659784573,0.0801154260499218,3.16704160894107
1,24,3,21,1,0,0,50,4,19,50,"1_1",1,1,-5.24256,0.97,47.6302687186425,-122.398669915127,0.126635014821185,3.23336528846859
1,22,2,19,2,1,3,50,5,15,51,"1_1",1,1,-5.334,0.9,47.6302690779637,-122.398679512494,0.0565637967826815,2.78353266410836
1,28,2,18,1,0,0,50,9,17,52,"1_1",1,1,-5.30352,0.92,47.630268,-122.398690709422,0.0895171767023801,2.90861981098928
4,28,3,14,1,0,0,50,7,25,53,"1_1",1,1,-5.27304,0.95,47.6302676406788,-122.39870723822,0.160230859846887,3.10140522142938
2,26,3,18,1,0,0,50,4,13,54,"1_1",1,1,-5.27304,0.95,47.6302676406788,-122.398717368774,0.120173146195674,3.10140522142938
3,22,1,18,2,3,1,50,3,16,55,"1_1",1,1,-5.27304,0.93,47.6302687186425,-122.398727499327,0.120173141758461,2.97219432245349
0,25,2,19,2,1,1,50,3,12,56,"1_1",1,1,-5.30352,0.94,47.6302672813575,-122.398735497133,0.126635017622188,3.03645612593352
1,19,1,21,6,2,0,50,5,16,57,"1_1",1,1,-5.30352,0.96,47.6302662033938,-122.398745627687,0.0801154308352723,3.16704160894107
5,26,2,16,1,0,0,50,9,16,58,"1_1",1,1,-5.334,0.95,47.6302658440725,-122.398758424175,0.160230866474079,3.10140522142938
1,26,4,19,0,0,0,50,7,22,59,"1_1",1,1,-5.30352,0.98,47.6302654847513,-122.398774952974,0.165132592041669,3.30037626001194
1,25,3,17,3,1,0,50,2,17,60,"1_1",1,1,-5.30352,0.98,47.6302647661088,-122.398786683089,0.0895171776740725,3.30037626001194
1,23,1,22,3,0,0,50,4,21,61,"1_1",1,1,-5.36448,0.9,47.6302629695026,-122.398791481772,0.0565637975750044,2.78353266410836
1,26,5,17,1,0,0,50,1,15,62,"1_1",1,1,-5.30352,0.99,47.6302600949327,-122.398795214081,0.0565638021345666,3.36807452357112
2,26,1,21,0,0,0,50,4,19,63,"1_1",1,1,-5.36448,0.94,47.6302579390052,-122.398804811448,0.120173165615535,3.03645612593352
1,25,1,21,0,0,2,50,8,16,64,"1_1",1,1,-5.36448,0.96,47.6302590169689,-122.398817607937,0.160230884736198,3.16704160894107
1,23,2,22,2,0,0,50,6,17,65,"1_1",1,1,-5.36448,0.97,47.6302604542539,-122.398837869044,0.200288600570252,3.23336528846859
1,31,1,17,0,0,0,50,2,19,66,"1_1",1,1,-5.334,0.97,47.6302600949327,-122.398850132346,0.120173162170988,3.23336528846859
2,24,2,19,3,0,0,50,6,14,67,"1_1",1,1,-5.334,0.99,47.6302608135752,-122.398867727518,0.200288598574108,3.36807452357112
2,28,3,17,0,0,0,50,4,19,68,"1_1",1,1,-5.36448,0.98,47.6302604542539,-122.398884789504,0.160230879353281,3.30037626001194
1,25,0,21,3,0,0,50,5,27,69,"1_1",1,1,-5.36448,0.92,47.6302611728964,-122.398903984237,0.160230878926461,2.90861981098928
1,24,1,21,2,0,1,50,2,19,70,"1_1",1,1,-5.39496,0.97,47.6302618915389,-122.398922112596,0.165132602842496,3.23336528846859
4,27,4,15,0,0,0,50,9,23,71,"1_1",1,1,-5.36448,0.98,47.6302615322176,-122.398935442272,0.089517183519185,3.30037626001194
2,24,1,17,3,2,1,50,3,18,72,"1_1",1,1,-5.36448,1.01,47.630257579684,-122.398948238761,0.0798709586516788,3.50553292673697
2,25,5,17,1,0,0,50,9,24,73,"1_1",1,1,-5.42544,0.97,47.6302557830778,-122.398958902502,0.179034380578162,3.23336528846859
2,29,1,17,1,0,0,50,2,17,74,"1_1",1,1,-5.42544,0.99,47.6302543457928,-122.398972232178,0.160230896920821,3.36807452357112
2,22,1,15,1,3,6,50,6,18,75,"1_1",1,1,-5.42544,1.03,47.6302489559742,-122.398983429106,0.178706369816714,3.64574049796613
2,26,2,19,1,0,0,50,9,20,76,"1_1",1,1,-5.4864,0.94,47.6302500339379,-122.398992493285,0.126635051156299,3.03645612593352
3,23,1,18,4,0,1,50,2,15,77,"1_1",1,1,-5.4864,0.89,47.6302489559742,-122.399002623839,0.120173186180935,2.72202002869165
1,23,2,21,3,0,0,50,5,20,78,"1_1",1,1,-5.4864,0.98,47.6302503932591,-122.399013820767,0.0400577275511419,3.30037626001194
1,27,2,17,1,0,2,50,3,19,79,"1_1",1,1,-5.54736,0.92,47.6302482373317,-122.399022884947,0.0895172012843563,2.90861981098928
1,27,2,19,1,0,0,50,10,34,80,"1_1",1,1,-5.54736,0.96,47.6302453627617,-122.399030349565,0.0895172025879533,3.16704160894107
1,23,1,19,5,0,1,50,5,12,81,"1_1",1,1,-5.45592,1.02,47.630244284798,-122.3990330155,0.0565638084283653,3.57529306634363
1,27,2,17,2,0,1,50,6,22,82,"1_1",1,1,-5.51688,0.99,47.6302424881918,-122.399041013306,0.0400577316409268,3.36807452357112
1,22,2,20,1,1,3,50,4,10,83,"1_1",1,1,-5.51688,0.97,47.6302424881918,-122.399049544299,0.126635067572183,3.23336528846859
1,22,4,18,5,0,0,50,5,12,84,"1_1",1,1,-5.57784,0.96,47.6302406915856,-122.399058608478,0.0801154696565771,3.16704160894107
2,23,1,20,2,1,1,50,5,21,85,"1_1",1,1,-5.57784,0.97,47.6302378170157,-122.399065006723,0.0400577370112461,3.23336528846859
2,27,2,16,1,1,1,50,4,15,86,"1_1",1,1,-5.66928,0.91,47.630235301767,-122.399072471341,0.0565638145175599,2.84573259154091
1,28,2,19,0,0,0,50,6,20,87,"1_1",1,1,-5.60832,0.96,47.6302345831245,-122.399086867391,0.126635084072828,3.16704160894107
0,25,1,19,4,1,0,50,2,16,88,"1_1",1,1,-5.60832,0.97,47.6302327865183,-122.39909966388,0.126635088703536,3.23336528846859
2,31,1,16,0,0,0,50,8,20,89,"1_1",1,1,-5.6388,0.98,47.6302288339846,-122.399115126304,0.126635097387552,3.30037626001194
5,25,5,14,1,0,0,50,3,18,90,"1_1",1,1,-5.6388,0.96,47.6302266780571,-122.399124723671,0.0801154886797482,3.16704160894107
1,23,4,19,1,1,1,50,7,19,91,"1_1",1,1,-5.69976,0.92,47.6302256000934,-122.399136986973,0.120173236374874,2.90861981098928
2,26,1,19,2,0,0,50,3,23,92,"1_1",1,1,-5.76072,0.9,47.6302241628085,-122.399150849836,0.120173239584853,2.78353266410836
1,22,3,20,3,0,1,50,9,17,93,"1_1",1,1,-5.73024,0.94,47.630222006881,-122.399162046764,0.11312763866406,3.03645612593352
1,25,2,19,2,1,0,50,9,24,94,"1_1",1,1,-5.73024,0.97,47.6302198509536,-122.399172710504,0.0801154988907902,3.23336528846859
5,23,3,19,0,0,0,50,1,21,95,"1_1",1,1,-5.73024,0.97,47.6302173357049,-122.39918070831,0.07987095772466,3.23336528846859
2,28,1,18,1,0,0,50,5,12,96,"1_1",1,1,-5.66928,1.05,47.6302126645287,-122.399183907432,0.0400577558593516,3.78869723725861
2,23,4,21,0,0,0,50,9,16,97,"1_1",1,1,-5.76072,0.99,47.6302112272437,-122.399194571173,0.0400577549939621,3.36807452357112
2,24,1,19,3,0,1,50,7,17,98,"1_1",1,1,-5.76072,1.01,47.6302090713163,-122.399203635353,0.0565638263015389,3.50553292673697
3,24,0,19,3,0,1,50,7,27,99,"1_1",1,1,-5.76072,1.04,47.6302061967464,-122.399213232719,0.0895172558178736,3.71687522160445
2,26,0,19,2,0,1,50,6,17,100,"1_1",1,1,-5.73024,1.06,47.6302036814977,-122.399220697338,0.120173287750043,3.86120654492859
3,27,0,16,1,0,3,50,5,20,101,"1_1",1,1,-5.73024,1.08,47.630201166249,-122.399229761518,0.0893531990267089,4.00828703631604
2,26,1,19,1,0,1,50,5,21,102,"1_1",1,1,-5.76072,1.06,47.6301993696427,-122.399237759323,0.0895172646567658,3.86120654492859
1,25,3,21,0,0,0,50,9,19,103,"1_1",1,1,-5.73024,1.14,47.6301968543941,-122.399248956251,0.089353200059084,4.46602351885831
1,26,1,21,1,0,0,50,6,17,104,"1_1",1,1,-5.73024,1.14,47.6301950577878,-122.399255887682,0.0801155361772704,4.46602351885831
1,26,3,19,0,0,1,50,3,17,105,"1_1",1,1,-5.76072,1.14,47.6301921832179,-122.399268150984,0.0895172749214603,4.46602351885831
1,22,4,19,3,1,0,50,2,7,106,"1_1",1,1,-5.88264,1.03,47.6301918238967,-122.399286279344,0.200288855272566,3.64574049796613
1,27,0,18,3,0,1,50,6,13,107,"1_1",1,1,-5.85216,1.08,47.6301896679692,-122.399302274955,0.0895172772443067,4.00828703631604
1,24,0,18,4,1,2,50,7,16,108,"1_1",1,1,-6.06552,0.93,47.6301882306842,-122.399309206386,0.120173320332552,2.97219432245349
2,25,4,18,0,1,0,50,9,17,109,"1_1",1,1,-6.06552,0.93,47.630187871363,-122.399318270566,0.08951728000876,2.97219432245349
1,26,3,18,1,0,1,50,2,23,110,"1_1",1,1,-5.9436,1.02,47.630186434078,-122.399308673199,0.200288875386911,3.57529306634363
1,28,0,19,0,2,0,50,2,17,111,"1_1",1,1,-6.03504,0.96,47.6301860747568,-122.399309206386,0.16513281959601,3.16704160894107
2,23,2,21,1,1,0,50,7,14,112,"1_1",1,1,-6.06552,0.97,47.6301817629019,-122.399323602436,0.0893532057330674,3.23336528846859
2,28,2,18,0,0,0,50,8,16,113,"1_2",1,2,-5.57784,0.78,47.630371437285,-122.398338064633,0.126635018070628,2.0907423121525
2,28,1,19,0,0,0,50,7,18,114,"1_2",1,2,-5.51688,0.85,47.6303728745699,-122.39834712883,0.0801154272903968,2.48284240718308
2,24,4,17,2,0,1,50,8,17,115,"1_2",1,2,-5.57784,0.77,47.6303732338912,-122.398358858968,0.0895171761678998,2.03747718092574
1,24,5,20,0,0,0,50,2,16,116,"1_2",1,2,-5.60832,0.76,47.6303728745699,-122.398368456354,0.0895171759735063,1.9848993417148
0,28,2,20,0,0,0,50,10,16,117,"1_2",1,2,-5.60832,0.75,47.630371437285,-122.398379120115,0.165132586635913,1.9330087945197
1,22,1,17,5,2,2,50,5,17,118,"1_2",1,2,-5.57784,0.81,47.6303692813575,-122.398384985184,0.056563799682172,2.25466145792777
0,26,2,21,1,0,0,50,1,16,119,"1_2",1,2,-5.60832,0.77,47.6303682033938,-122.398396182134,0.160230870090912,2.03747718092574
3,19,4,17,6,0,1,50,6,17,120,"1_2",1,2,-5.54736,0.87,47.630368562715,-122.398407912271,0.089517180039712,2.6010566339057
1,22,3,20,4,0,0,50,3,22,121,"1_2",1,2,-5.57784,0.87,47.6303667661088,-122.398419642409,0.126635025524686,2.6010566339057
2,22,2,22,1,1,0,50,5,19,122,"1_2",1,2,-5.54736,0.86,47.6303656881451,-122.398434038487,0.1651326035316,2.54160587453648
1,26,1,18,3,0,1,50,4,12,123,"1_2",1,2,-5.60832,0.89,47.6303617356114,-122.398444702249,0.0399354818066471,2.72202002869165
3,27,4,15,0,0,1,50,5,9,124,"1_2",1,2,-5.57784,0.85,47.6303599390052,-122.39845003413,0.126635040548294,2.48284240718308
2,24,1,21,2,0,0,50,6,11,125,"1_2",1,2,-5.6388,0.83,47.6303570644353,-122.39846656296,0.144294711201181,2.36737734852377
1,25,1,23,0,0,0,50,6,18,126,"1_2",1,2,-5.60832,0.89,47.6303559864716,-122.398478826286,0.126635048219418,2.72202002869165
1,24,0,18,3,0,4,50,8,17,127,"1_2",1,2,-5.6388,0.89,47.6303541898653,-122.398492155988,0.120173185108111,2.72202002869165
1,23,3,18,3,1,1,50,3,21,128,"1_2",1,2,-5.60832,0.93,47.6303509559742,-122.398497487869,0.0565638079265222,2.97219432245349
1,24,5,18,1,0,1,50,8,20,129,"1_2",1,2,-5.6388,0.91,47.6303495186892,-122.398506552066,0.165132649773408,2.84573259154091
1,31,0,17,1,0,0,50,1,15,130,"1_2",1,2,-5.66928,0.92,47.6303484407255,-122.398520948144,0.126635066237159,2.90861981098928
1,22,1,21,4,0,1,50,6,16,131,"1_2",1,2,-5.6388,0.91,47.6303470034405,-122.398536943787,0.204231222814752,2.84573259154091
1,28,3,17,0,0,1,50,9,21,132,"1_2",1,2,-5.6388,0.95,47.6303441288706,-122.398550273489,0.0895172119606224,3.10140522142938
1,24,3,19,2,1,0,50,7,16,133,"1_2",1,2,-5.6388,0.95,47.6303405356581,-122.398558804498,0.0801154772795753,3.10140522142938
3,27,1,18,1,0,0,50,5,32,134,"1_2",1,2,-5.69976,0.95,47.6303380204094,-122.398570001448,0.144294744148341,3.10140522142938
1,22,2,21,3,0,1,50,4,19,135,"1_2",1,2,-5.69976,0.94,47.6303405356581,-122.398582797961,0.12663508224926,3.03645612593352
1,23,1,21,4,0,0,50,7,17,136,"1_2",1,2,-5.69976,0.93,47.6303398170157,-122.398595061287,0.0801154780311539,2.97219432245349
1,23,3,16,1,4,2,50,4,12,137,"1_2",1,2,-5.73024,0.91,47.6303394576944,-122.398606258237,0.080115476547544,2.84573259154091
2,26,1,18,2,0,1,50,4,15,138,"1_2",1,2,-5.73024,0.91,47.6303383797307,-122.398619587939,0.165132681454941,2.84573259154091
1,25,1,22,0,1,0,50,2,18,139,"1_2",1,2,-5.73024,0.93,47.6303362238032,-122.398632384453,0.160230964775813,2.97219432245349
2,26,2,20,0,0,0,50,4,15,140,"1_2",1,2,-5.73024,0.96,47.6303351458395,-122.398642515026,0.0895172241153607,3.16704160894107
1,22,0,19,8,0,0,50,3,30,141,"1_2",1,2,-5.73024,0.95,47.6303329899121,-122.398653711976,0.126635096891481,3.10140522142938
1,23,2,19,3,1,1,50,3,17,142,"1_2",1,2,-5.76072,0.94,47.6303286780571,-122.398670773994,0.0895172329335916,3.03645612593352
0,23,3,19,4,1,0,50,3,15,143,"1_2",1,2,-5.76072,0.94,47.6303297560209,-122.39869156833,0.243641687337616,3.03645612593352
1,27,1,19,1,1,0,50,4,27,144,"1_2",1,2,-5.7912,0.94,47.6303301153421,-122.398709163536,0.120173236290328,3.03645612593352
3,26,0,17,2,0,2,50,3,19,145,"1_2",1,2,-5.76072,0.94,47.6303290373784,-122.398727291931,0.126635105393621,3.03645612593352
1,23,2,18,4,1,1,50,6,17,146,"1_2",1,2,-5.82168,0.91,47.6303279594147,-122.398741154821,0.165132710057085,2.84573259154091
2,25,2,19,1,0,1,50,2,21,147,"1_2",1,2,-5.7912,0.94,47.630325444166,-122.398757150463,0.126635112301701,3.03645612593352
1,25,2,21,1,0,0,50,9,18,148,"1_2",1,2,-5.82168,0.96,47.6303232882385,-122.398768347413,0.120173251407488,3.16704160894107
2,24,1,21,1,1,0,50,2,20,149,"1_2",1,2,-5.82168,0.95,47.6303211323111,-122.398777944798,0.0400577527104601,3.10140522142938
3,28,0,18,1,0,0,50,4,17,150,"1_2",1,2,-5.97408,0.86,47.6303171797774,-122.39878860856,0.144294783141477,2.54160587453648
1,23,3,18,3,1,1,50,2,18,151,"1_2",1,2,-5.9436,0.9,47.6303150238499,-122.398800871886,0.0895172493965604,2.78353266410836
1,26,3,19,1,0,0,50,4,26,152,"1_2",1,2,-5.88264,0.93,47.6303125086012,-122.398814201588,0.0801155163220961,2.97219432245349
1,27,0,20,1,0,1,50,6,19,153,"1_2",1,2,-5.91312,0.93,47.6303092747101,-122.398828597666,0.165132764559137,2.97219432245349
1,26,1,19,3,0,0,50,2,19,154,"1_2",1,2,-5.91312,0.96,47.6303053221764,-122.398840327804,0.0895172622777911,3.16704160894107
1,29,2,13,4,1,0,50,4,15,155,"1_2",1,2,-5.97408,0.92,47.6303020882852,-122.398853657506,0.0895172685133542,2.90861981098928
2,30,2,14,1,1,0,50,4,22,156,"1_2",1,2,-6.00456,0.91,47.6302984950728,-122.398866987208,0.160231076850892,2.84573259154091
2,21,4,20,3,0,0,50,5,15,157,"1_2",1,2,-6.00456,0.94,47.6302938238967,-122.398880850098,0.126635179939759,3.03645612593352
1,23,1,21,4,0,0,50,3,16,158,"1_2",1,2,-6.00456,0.94,47.6302966984666,-122.398893646612,0.144294819836293,3.03645612593352
1,27,1,19,2,0,0,50,5,20,159,"1_2",1,2,-6.06552,0.86,47.630300291679,-122.398904843561,0.113127669336014,2.54160587453648
1,25,3,19,1,0,1,50,6,14,160,"1_2",1,2,-6.06552,0.86,47.6303006510003,-122.398913907759,0.0801155357764256,2.54160587453648
4,21,4,20,1,0,0,50,4,13,161,"1_2",1,2,-6.096,0.82,47.6303020882852,-122.398923505144,0.12663516322913,2.31067575721786
1,22,2,22,1,1,1,50,9,20,162,"1_2",1,2,-6.06552,0.85,47.630303166249,-122.398930969777,0.0895172659312618,2.48284240718308
1,25,1,19,2,2,0,50,5,19,163,"1_2",1,2,-6.12648,0.83,47.6303035255702,-122.398938967598,0.0895172649479665,2.36737734852377
2,26,4,17,0,1,0,50,3,19,164,"1_2",1,2,-6.15696,0.81,47.630303166249,-122.398948031796,0.12017329569725,2.25466145792777
1,22,3,21,3,0,0,50,3,17,165,"1_2",1,2,-6.12648,0.84,47.6303028069277,-122.398957095993,0.089517267641338,2.42476623184551
2,24,4,19,1,0,0,50,1,23,166,"1_2",1,2,-6.12648,0.85,47.630301728964,-122.398961361498,0.0400577668892636,2.48284240718308
2,27,3,17,0,1,0,50,2,25,167,"1_2",1,2,-6.12648,0.83,47.6303028069277,-122.398957095993,0.0399354788272595,2.36737734852377
0,26,1,21,2,0,0,50,3,20,168,"1_2",1,2,-6.096,0.86,47.630301728964,-122.398969359319,0.165132785232583,2.54160587453648
3,25,1,20,1,0,0,50,2,16,169,"1_2",1,2,-5.9436,0.98,47.6303035255702,-122.398978423516,0.0399354787415467,3.30037626001194
1,22,3,19,4,0,1,50,5,11,170,"1_2",1,2,-5.97408,0.97,47.6303042442127,-122.398975224388,0.12632579877018,3.23336528846859
1,25,3,20,1,0,0,50,5,18,171,"1_2",1,2,-6.03504,0.93,47.6303020882852,-122.398980556268,0.16513278416867,2.97219432245349
1,24,0,21,3,1,0,50,2,25,172,"1_2",1,2,-5.9436,1.02,47.630301728964,-122.398970958883,0.126635161574081,3.57529306634363
3,22,1,22,0,0,2,50,4,19,173,"1_2",1,2,-6.00456,0.97,47.6303010103215,-122.398961894686,0.126635163497583,3.23336528846859
1,25,1,20,3,0,0,50,7,14,174,"1_2",1,2,-6.096,0.93,47.6302992137153,-122.398974158011,0.165132795565417,2.97219432245349
1,26,0,22,1,0,0,50,6,16,175,"1_2",1,2,-6.096,0.93,47.6303038848914,-122.39898002308,0.0798709602643461,2.97219432245349
1,26,1,19,3,0,0,50,3,20,176,"1_2",1,2,-6.06552,0.93,47.6303035255702,-122.398990153654,0.12663516032205,2.97219432245349
2,24,4,20,0,0,0,50,7,16,177,"1_2",1,2,-5.97408,0.96,47.6303042442127,-122.399004016544,0.12663515777571,3.16704160894107
2,25,3,19,0,1,0,50,2,19,178,"1_2",1,2,-6.00456,0.97,47.6303046035339,-122.399019478998,0.12017329169522,3.23336528846859
2,25,1,17,3,2,0,50,3,20,179,"1_2",1,2,-6.06552,0.96,47.6303056814977,-122.399033875076,0.144294803838326,3.16704160894107
2,25,2,17,0,1,3,50,9,16,180,"1_2",1,2,-6.096,0.95,47.6303053221764,-122.39904667159,0,3.10140522142938
0,23,1,19,6,1,0,50,5,20,181,"1_2",1,2,-6.03504,0.96,47.6303038848914,-122.39905786854,0.126635156498118,3.16704160894107
1,24,1,20,1,1,2,50,1,27,182,"1_2",1,2,-6.06552,0.93,47.630303166249,-122.39906906549,0.0895172636714162,2.97219432245349
3,23,0,20,2,1,1,50,3,22,183,"1_2",1,2,-6.096,0.93,47.6303035255702,-122.39907439737,0,2.97219432245349
3,22,2,21,2,0,0,50,4,12,184,"1_2",1,2,-6.03504,0.99,47.6303042442127,-122.399072797806,0.215626949367124,3.36807452357112
1,27,2,19,0,0,1,50,7,16,185,"1_2",1,2,-6.12648,0.9,47.6302995730365,-122.399060001292,0.0400577682384828,2.78353266410836
2,26,4,18,0,0,0,50,12,18,186,"1_2",1,2,-6.15696,0.87,47.6303038848914,-122.39907173143,0.169691494672673,2.6010566339057
1,26,1,22,0,0,0,50,9,17,187,"1_2",1,2,-6.18744,0.82,47.6303064001401,-122.399078662875,0.113127658085516,2.31067575721786
1,25,2,17,4,1,0,50,4,16,188,"1_2",1,2,-6.27888,0.78,47.6303092747101,-122.399091459389,0.204231358069731,2.0907423121525
